name	    Wolverinee
type	     none
shadow	     0
candamage   enemy obstacle
animationscript data/scripts2/item.c
antigravity 100

anim	idle
	blast	14 5 230 126 16 0 0 25
	loop	1
	delay	3
	offset	122 71
	frame	data/chars/Wolverine/e1.gif
	frame	data/chars/Wolverine/e2.gif
	frame	data/chars/Wolverine/e3.gif
	offset	112 74
	frame	data/chars/Wolverine/e4.gif
	offset	70 46
	frame	data/chars/Wolverine/e5.gif
	offset	44 29
	frame	data/chars/Wolverine/e6.gif
	@cmd	suicide()
	frame	data/chars/Wolverine/e6.gif
		
#|edited by openBor Stats v 0.50
		
