name	     Wolverinec
type	     none
shadow	     0
candamage   enemy obstacle
animationscript data/scripts2/item.c
antigravity 100

anim	idle
	blast	10 4 236 123 17 0 0 45
	dropv	0 0 0
	loop	1
	delay	11
	offset	128 66
	frame	data/chars/Wolverine/c1.gif
	frame	data/chars/Wolverine/c2.gif
	offset	119 74
	frame	data/chars/Wolverine/c3.gif
	offset	123 74
	frame	data/chars/Wolverine/c4.gif
	offset	102 49
	frame	data/chars/Wolverine/c5.gif
	offset	54 29
	frame	data/chars/Wolverine/c6.gif
	offset	36 18
	frame	data/chars/Wolverine/c7.gif
	@cmd	suicide
	frame	data/chars/Wolverine/c7.gif
		
#|edited by openBor Stats v 0.50
		
