name	reikenfly
health	0
type	none
gfxshadow     	1
speed 12
candamage enemy obstacle
knockdowncount 1
alpha 6


anim	idle
	fastattack	1
	loop	0
	delay	3
	offset	10 18
	attack	8 14 38 29 25 1 0 0 0 9
	frame	data/chars/kuwabara/proj1.gif
	frame	data/chars/kuwabara/proj1.gif
	frame	data/chars/kuwabara/proj1.gif
	frame	data/chars/kuwabara/proj1.gif
	frame	data/chars/kuwabara/proj1.gif
	frame	data/chars/kuwabara/proj1.gif
	frame	data/chars/kuwabara/proj1.gif
	frame	data/chars/kuwabara/proj1.gif
	frame	data/chars/kuwabara/proj1.gif
	frame	data/chars/kuwabara/proj1.gif
	frame	data/chars/kuwabara/proj2.gif
	frame	data/chars/kuwabara/proj2.gif
	frame	data/chars/kuwabara/proj2.gif
	frame	data/chars/kuwabara/proj2.gif
	frame	data/chars/kuwabara/proj2.gif
	frame	data/chars/kuwabara/proj3.gif
	frame	data/chars/kuwabara/proj3.gif
		
#|edited by openBor Stats v 0.67
		
