name	Beetle_
health	30
speed	10
type	enemy
gfxshadow 1
cantgrab 1
aggression -20
icon	  data/chars/Beetle/icon.gif
iconpain  data/chars/Beetle/iconP.gif
icondie   data/chars/Beetle/iconD.gif
diesound  	data/sounds/exp.wav
nodieblink 2
candamage Enemy Player
palette       data/chars/Beetle/Pal
alternatepal  data/chars/Beetle/FreezeM.gif
fmap 1


anim idle
	loop	1
	delay	6
	offset	82 94
	bbox	60 30 47 35
	frame	data/chars/Beetle/stand1.gif
	frame	data/chars/Beetle/stand2.gif
	frame	data/chars/Beetle/stand3.gif
	frame  data/chars/Beetle/stand2.gif


anim walk
	loop	1
	delay	6
	offset	82 94
	bbox	60 30 47 35
	frame	data/chars/Beetle/walk1.gif
	frame	data/chars/Beetle/walk2.gif

anim pain
	delay	10
	offset	82 94
	bbox	60 30 47 35
	frame	data/chars/Beetle/stand1.gif
	frame	data/chars/Beetle/stand1.gif
	frame	data/chars/Beetle/stand1.gif

anim	pain2
	loop	0
	delay	3
	offset	82 94
	bbox	60 30 47 35
	quakeframe	0 3 4
	Move	-3
	frame	data/chars/Beetle/stand1.gif
	frame	data/chars/Beetle/stand1.gif
	frame	data/chars/Beetle/stand1.gif
	Move	-2
	frame	data/chars/Beetle/stand1.gif
	frame	data/chars/Beetle/stand1.gif
	Move	-1
	frame	data/chars/Beetle/stand1.gif
	frame	data/chars/Beetle/stand1.gif
	Move	0
	delay	8
	frame	data/chars/Beetle/stand1.gif
	frame	data/chars/Beetle/stand1.gif

anim	pain3
	loop	0
	delay	2
	offset	82 94
	bbox	60 30 47 35
	quakeframe	0 3 4
	Move	-5
	frame	data/chars/Beetle/stand1.gif
	frame	data/chars/Beetle/stand1.gif
	frame	data/chars/Beetle/stand1.gif
	frame	data/chars/Beetle/stand1.gif
	Move	-4
	frame	data/chars/Beetle/stand1.gif
	frame	data/chars/Beetle/stand1.gif
	Move	-3
	frame	data/chars/Beetle/stand1.gif
	frame	data/chars/Beetle/stand1.gif
	Move	-2
	frame	data/chars/Beetle/stand1.gif
	frame	data/chars/Beetle/stand1.gif
	Move	-1
	frame	data/chars/Beetle/stand1.gif
	frame	data/chars/Beetle/stand1.gif
	Move	0
	frame	data/chars/Beetle/stand1.gif
	frame	data/chars/Beetle/stand1.gif
	delay	8
	frame	data/chars/Beetle/stand1.gif
	frame	data/chars/Beetle/stand1.gif

anim BPAIN
	loop	0
	offset	82 94
	delay	3
	bbox	60 30 47 35
	frame	data/chars/Beetle/BurnP.gif
	frame	data/chars/Beetle/stand1.gif
	frame	data/chars/Beetle/BurnP.gif
	frame	data/chars/Beetle/stand1.gif
	frame	data/chars/Beetle/BurnP.gif
	frame	data/chars/Beetle/stand1.gif
	frame	data/chars/Beetle/BurnP.gif
	frame	data/chars/Beetle/stand1.gif
	frame	data/chars/Beetle/BurnP.gif
	frame	data/chars/Beetle/stand1.gif
	frame	data/chars/Beetle/BurnP.gif
	frame	data/chars/Beetle/stand1.gif
	frame	data/chars/Beetle/BurnP.gif
	frame	data/chars/Beetle/stand1.gif

anim SPAIN
	loop	0
	offset	82 94
	delay	3
	bbox	60 30 47 35
	frame	data/chars/Beetle/ShockP.gif
	frame	data/chars/Beetle/stand1.gif
	frame	data/chars/Beetle/ShockP.gif
	frame	data/chars/Beetle/stand1.gif
	frame	data/chars/Beetle/ShockP.gif
	frame	data/chars/Beetle/stand1.gif
	frame	data/chars/Beetle/ShockP.gif
	frame	data/chars/Beetle/stand1.gif
	frame	data/chars/Beetle/ShockP.gif
	frame	data/chars/Beetle/stand1.gif
	frame	data/chars/Beetle/ShockP.gif
	frame	data/chars/Beetle/stand1.gif
	frame	data/chars/Beetle/ShockP.gif
	frame	data/chars/Beetle/stand1.gif
	frame	data/chars/Beetle/ShockP.gif
	frame	data/chars/Beetle/stand1.gif
	frame	data/chars/Beetle/ShockP.gif
	frame	data/chars/Beetle/stand1.gif
	frame	data/chars/Beetle/ShockP.gif
	frame	data/chars/Beetle/stand1.gif
	frame	data/chars/Beetle/ShockP.gif
	frame	data/chars/Beetle/stand1.gif

anim fall
	loop	0
	delay	3
	offset	82 62
	attack3	60 30 47 35 10 0 0 0 0 20
           DropV     1 2
	bbox	60 30 47 35
	frame	data/chars/Beetle/stand1.gif

anim BURN
	loop	0
	offset	82 94
	delay	3
	attack1	60 30 47 35 10 1 0 0 0 20
	bbox	60 30 47 35
	frame	data/chars/Beetle/BurnP.gif
	frame	data/chars/Beetle/stand1.gif
		offset  82  91
	frame	data/chars/Beetle/BurnP.gif
	frame	data/chars/Beetle/stand1.gif
		offset  82  88
	frame	data/chars/Beetle/BurnP.gif
	frame	data/chars/Beetle/stand1.gif
		offset  82  85
	frame	data/chars/Beetle/BurnP.gif
