name	Beetle
health	100
speed	10
type	enemy
shadow	2
cantgrab 1
icon	  data/chars/Beetle/icon.gif
iconpain  data/chars/Beetle/iconP.gif
icondie   data/chars/Beetle/iconD.gif
diesound  	data/sounds/exp.wav
nodieblink 2
candamage Enemy Player
palette       data/chars/Beetle/Pal
alternatepal  data/chars/Beetle/FreezeM.gif
fmap 1


anim idle
	loop	1
	delay	6
	offset	82 94
	bbox	60 30 47 35
	frame	data/chars/Beetle/stand1.gif
	frame	data/chars/Beetle/stand2.gif
	frame	data/chars/Beetle/stand3.gif
	frame  data/chars/Beetle/stand2.gif


anim walk
	loop	1
	delay	6
	offset	82 94
	bbox	60 30 47 35
	frame	data/chars/Beetle/walk1.gif
	frame	data/chars/Beetle/walk2.gif


anim pain
	loop	0
	delay	14
	offset	82 94
	bbox	60 30 47 35
	frame	data/chars/Beetle/stand1.gif

anim BPAIN
	loop	0
	offset	82 94
	delay	3
	bbox	60 30 47 35
	frame	data/chars/Beetle/BurnP.gif
	frame	data/chars/Beetle/stand1.gif
	frame	data/chars/Beetle/BurnP.gif
	frame	data/chars/Beetle/stand1.gif
	frame	data/chars/Beetle/BurnP.gif
	frame	data/chars/Beetle/stand1.gif
	frame	data/chars/Beetle/BurnP.gif
	frame	data/chars/Beetle/stand1.gif
	frame	data/chars/Beetle/BurnP.gif
	frame	data/chars/Beetle/stand1.gif
	frame	data/chars/Beetle/BurnP.gif
	frame	data/chars/Beetle/stand1.gif
	frame	data/chars/Beetle/BurnP.gif
	frame	data/chars/Beetle/stand1.gif

anim SPAIN
	loop	0
	offset	82 94
	delay	3
	bbox	60 30 47 35
	frame	data/chars/Beetle/ShockP.gif
	frame	data/chars/Beetle/stand1.gif
	frame	data/chars/Beetle/ShockP.gif
	frame	data/chars/Beetle/stand1.gif
	frame	data/chars/Beetle/ShockP.gif
	frame	data/chars/Beetle/stand1.gif
	frame	data/chars/Beetle/ShockP.gif
	frame	data/chars/Beetle/stand1.gif
	frame	data/chars/Beetle/ShockP.gif
	frame	data/chars/Beetle/stand1.gif
	frame	data/chars/Beetle/ShockP.gif
	frame	data/chars/Beetle/stand1.gif
	frame	data/chars/Beetle/ShockP.gif
	frame	data/chars/Beetle/stand1.gif
	frame	data/chars/Beetle/ShockP.gif
	frame	data/chars/Beetle/stand1.gif
	frame	data/chars/Beetle/ShockP.gif
	frame	data/chars/Beetle/stand1.gif
	frame	data/chars/Beetle/ShockP.gif
	frame	data/chars/Beetle/stand1.gif
	frame	data/chars/Beetle/ShockP.gif
	frame	data/chars/Beetle/stand1.gif

anim pain2
	loop	0
	sound	data/sounds/alienp1.wav
	offset	82 94
	delay	6
	bbox	60 30 47 35
	frame	data/chars/Beetle/FreezeP.gif
	frame	data/chars/Beetle/FreezeP.gif
	frame	data/chars/Beetle/FreezeP.gif
	frame	data/chars/Beetle/FreezeP.gif
	frame	data/chars/Beetle/FreezeP.gif
	frame	data/chars/Beetle/FreezeP.gif
	frame	data/chars/Beetle/FreezeP.gif
	frame	data/chars/Beetle/FreezeP.gif
	frame	data/chars/Beetle/FreezeP.gif
