name		ibarr1
health		1
nolife		1
type		none
hostile		enemy obstacle
candamage	enemy obstacle
dust		dust01
flash		flash01
bflash		guard01
speed		0
nomove		1
noquake		1
falldie		1
subtype		flydie
#setlayer	100
shadow		0
remove		0
setlayer	1

palette data/chars/misc/ibarr/ibarr.gif #1

anim spawn
	load		ibarr2
	jugglecost	99
#	fastattack	1
	loop	0
	 offset     225 198
	bbox    	0 0 0 0
	hitfx   data/sounds/hit02.wav
	hitflash	flash01
	sound   data/sounds/cswhit.wav

	delay	4
	frame	data/chars/misc/ibarr/001.gif
	frame	data/chars/misc/ibarr/002.gif
	frame	data/chars/misc/ibarr/003.gif
	frame	data/chars/misc/ibarr/004.gif
	
	delay	4
@cmd projectile 1 "ibarr2" 0 0 0
#	attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	attack5  	136 41 	186 	158 	10 			0 		1 		0 			0			30
	frame	data/chars/misc/ibarr/101.gif
	frame	data/chars/misc/ibarr/102.gif
#		frame		data/chars/misc/empty.gif
	
	frame	data/chars/misc/ibarr/103.gif
	frame	data/chars/misc/ibarr/104.gif
#		frame		data/chars/misc/empty.gif
	
	frame	data/chars/misc/ibarr/105.gif
	frame	data/chars/misc/ibarr/106.gif
#		frame		data/chars/misc/empty.gif
	
	frame	data/chars/misc/ibarr/107.gif
	frame	data/chars/misc/ibarr/108.gif
#		frame		data/chars/misc/empty.gif
	
	frame	data/chars/misc/ibarr/109.gif
	frame	data/chars/misc/ibarr/110.gif
#		frame		data/chars/misc/empty.gif
	
	frame	data/chars/misc/ibarr/111.gif
	frame	data/chars/misc/ibarr/112.gif
#		frame		data/chars/misc/empty.gif

	frame	data/chars/misc/ibarr/113.gif
	frame	data/chars/misc/ibarr/114.gif
#		frame		data/chars/misc/empty.gif
	
	frame	data/chars/misc/ibarr/115.gif
	frame	data/chars/misc/ibarr/116.gif
#		frame		data/chars/misc/empty.gif
	
	frame	data/chars/misc/ibarr/117.gif
	frame	data/chars/misc/ibarr/118.gif
#		frame		data/chars/misc/empty.gif
	
	frame	data/chars/misc/ibarr/119.gif
	frame	data/chars/misc/ibarr/120.gif
#		frame		data/chars/misc/empty.gif
	

	attack5  0 0 0 	0 0 0 0 0 0	0
	delay	4
	frame	data/chars/misc/ibarr/004.gif
	frame	data/chars/misc/ibarr/003.gif
	frame	data/chars/misc/ibarr/002.gif
	frame	data/chars/misc/ibarr/001.gif

		
	offset	30 30
	delay		5
	move		1000
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif

anim idle
	loop	0
	offset	30 30
	delay		5
	move		1000
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
