name	Frost_Giant
health	100
speed	10
type	enemy
shadow	2
noquake 1
dust    dust
cantgrab 1
aggression 8
bflash bflash
blockodds 1
thold     49
hostile player npc
candamage player npc
icon	data/chars/Frost_Giant/icon.gif
icondie    data/chars/misc/icond.gif
diesound data/sounds/Frostdie.wav
fmap 4








anim	attack1
	drawmethod	280	280
	range	0 60
	loop	0
	delay	18
	offset	198 154
	bbox	154 79 127 87
	sound	data/sounds/punch1.wav
	sound	data/sounds/FAttack.wav
	frame	data/chars/Frost_Giant/a101.gif
	delay	6
	offset	154 152
	frame	data/chars/Frost_Giant/a102.gif
	attack	250 85 90 45 25 0 0 0 15
	offset	183 152
	frame	data/chars/Frost_Giant/a103.gif
	delay	35
	attack	0 0 0 0 0 0 0 0 0 0
	offset	187 158
	frame	data/chars/Frost_Giant/idle.gif
	sound	data/sounds/punch1.wav
	offset	189 203
	frame	data/chars/Frost_Giant/a201.gif
	blast	210 105 60 75 25 1 0 0 15
	offset	135 170
	frame	data/chars/Frost_Giant/a202.gif
	blast	0 0 0 0 0 0 0 0 0 0
	offset	187 158
	frame	data/chars/Frost_Giant/idle.gif
		
anim	attack2
	drawmethod	280	280
	range	91 190
	loop	0
	offset	159 171
	bbox	154 79 127 87
	quakeframe	8 10 3
	delay	8
	sound	data/sounds/FCharge.wav
	move	5
	delay	2
	sound	data/sounds/run.wav
	hitfx	data/sounds/Fjumpland.wav
	bbox	0 0 0 0
	blast	175 110 85 70 15 1 0 0 15
	frame	data/chars/Frost_Giant/a301.gif
	frame	data/chars/Frost_Giant/a301.gif
	frame	data/chars/Frost_Giant/a301.gif
	offset	180 175
	frame	data/chars/Frost_Giant/a302.gif
	frame	data/chars/Frost_Giant/a302.gif
	frame	data/chars/Frost_Giant/a302.gif
	offset	207 164
	frame	data/chars/Frost_Giant/a303.gif
	frame	data/chars/Frost_Giant/a303.gif
	frame	data/chars/Frost_Giant/a303.gif
	offset	212 159
	frame	data/chars/Frost_Giant/a304.gif
	frame	data/chars/Frost_Giant/a304.gif
	frame	data/chars/Frost_Giant/a304.gif
	offset	222 167
	frame	data/chars/Frost_Giant/a305.gif
	frame	data/chars/Frost_Giant/a305.gif
	frame	data/chars/Frost_Giant/a305.gif
	offset	194 154
	frame	data/chars/Frost_Giant/a306.gif
	frame	data/chars/Frost_Giant/a306.gif
	frame	data/chars/Frost_Giant/a306.gif
	offset	162 152
	frame	data/chars/Frost_Giant/a307.gif
	frame	data/chars/Frost_Giant/a307.gif
	frame	data/chars/Frost_Giant/a307.gif
	move	3
	delay	18
	bbox	154 79 127 87
	offset	183 152
	frame	data/chars/Frost_Giant/a103.gif
	bbox	154 79 127 87
	blast	0 0 0 0 0 0 0 0 0 0
	frame	data/chars/Frost_Giant/a103.gif
		
anim	backwalk
	drawmethod	280	280
	loop	1
	offset	182 157
	bbox	124 79 127 87
	delay	11
	frame	data/chars/Frost_Giant/walk1.gif
	offset	182 153
	frame	data/chars/Frost_Giant/walk2.gif
	offset	190 158
	frame	data/chars/Frost_Giant/walk3.gif
	offset	187 158
	frame	data/chars/Frost_Giant/idle.gif
		
