name	METAL_SONIC_MK1_B
health	500
mp 150
mprate 5
speed	10
type	Enemy
aimove	chase
icon      data/chars/MS-MK1/Icon-A.gif
iconget  data/chars/MS-MK1/Icon-B.gif
iconpain data/chars/MS-MK1/Icon-C.gif
icondie  data/chars/MS-MK1/Icon-D.gif


running 20 4.3 2 1 1
jumpheight 4.3
makeinv  4
riseinv  1
gfxshadow 1
grabdistance 26

palette       data/chars/MS-MK1/Pal
alternatepal  data/chars/MS-MK1/Pal0
alternatepal  data/chars/MS-MK1/Pal1
alternatepal  data/chars/MS-MK1/Pal2
alternatepal  data/chars/MS-MK1/Pal3
alternatepal  data/chars/MS-MK1/Pal4
alternatepal  data/chars/MS-MK1/Pal5




com a2 Freespecial4
com a3 Freespecial5
com a4 Freespecial6
jumpmove  3  2
atchain 1 2 3 4

hostile Player npc Enemy
candamage enemy npc Player
aggression -10

animationscript data/scripts/script.c



anim	attack1
	loop	0
	delay	8
	offset	119 141
	bbox	112 110 22 32
	Move	10
	@cmd	attack1 0 95 50 250 "ANI_freespecial8"
	@cmd	attack1 0 95 -250 -20 "ANI_freespecial7"
	frame	data/chars/MS-MK1/A1-0.gif
	Move	0
	delay	3
	attack1	119 122 21 20 11 0 0 0 0 20
	DropV	1 2
	frame	data/chars/MS-MK1/A1-1.gif
	delay	14
	frame	data/chars/MS-MK1/A1-2.gif
	delay	2
	Attack1	0
	frame	data/chars/MS-MK1/A1-0.gif
		
anim	attack2
	loop	0
	delay	8
	offset	119 141
	bbox	113 111 20 30
	Fastattack	1
	Move	4
	frame	data/chars/MS-MK1/A2-0.gif
	Move	0
	attack1	112 110 23 32 3 0 0 0 0 20
	DropV	1 2
	frame	data/chars/MS-MK1/A2-1.gif
	Attack1	0
	frame	data/chars/MS-MK1/A2-2.gif
	attack1	112 110 23 32 3 0 0 0 0 20
	DropV	1 2
	frame	data/chars/MS-MK1/A2-3.gif
	Attack1	0
	frame	data/chars/MS-MK1/A2-4.gif
	attack1	112 110 23 32 5 0 0 0 0 20
	DropV	1 2
	frame	data/chars/MS-MK1/A2-5.gif
	Attack1	0
	frame	data/chars/MS-MK1/A2-6.gif
		
anim	attack3
	loop	0
	delay	6
	offset	119 141
	bbox	114 111 18 30
	Fastattack	1
