name	Android
health	100
speed	7
type	enemy
gfxshadow 1
#shadow	4
icon	data/chars/nwtroop1/icon.gif
diesound data/sounds/die1.wav
nolife	1



anim idle
	loop	1
	offset	14 70
	bbox	2 0 28 71
	delay	10
	frame	data/chars/nwtroop1/idle.gif

anim walk
	loop	1
	offset	18 72
	bbox	9 4 25 69
	delay	8
	frame	data/chars/nwtroop1/WALK1.gif
	frame	data/chars/nwtroop1/WALK2.gif
	frame	data/chars/nwtroop1/WALK3.gif
	frame	data/chars/nwtroop1/WALK4.gif
	frame	data/chars/nwtroop1/WALK5.gif
	frame	data/chars/nwtroop1/WALK6.gif

anim pain
	loop	0
	offset	16 72
	bbox	0 0 28 71
	delay	12
	frame	data/chars/nwtroop1/pain1.gif
	delay	50
	frame	data/chars/nwtroop1/pain2.gif
	delay	12
	frame	data/chars/nwtroop1/pain1.gif


anim burn
	loop	1
	offset	48 111
	delay	3
	frame	data/chars/misc/burn1.gif
	frame	data/chars/misc/burn2.gif
	frame	data/chars/misc/burn3.gif

anim shock
	loop	1
	offset	48 111
	delay	3
	frame	data/chars/misc/ele1.gif
	frame	data/chars/misc/ele2.gif
	frame	data/chars/misc/ele1.gif
	frame	data/chars/misc/ele2.gif



anim fall
	loop	0
	delay	20
	offset	24 70
	attack	11 8 37 52 15 1
	frame	data/chars/nwtroop1/fall1.gif
	offset	31 36
	attack	0 15 58 30 15 1
	frame	data/chars/nwtroop1/fall2.gif
	offset	39 17
	attack	0 3 77 22 15 1
	frame	data/chars/nwtroop1/KO1.gif

anim rise
	loop	0
	delay	20
	offset	39 17
	frame	data/chars/nwtroop1/KO1.gif
	offset	15 70
	frame	data/chars/nwtroop1/DUCK2.gif
	frame	data/chars/nwtroop1/DUCK1.gif

anim attack1
	range	0 70
	loop	0
	delay	14
	offset	14 70
	bbox	27 9 29 102
	frame	data/chars/nwtroop1/STAB1.gif
	frame	data/chars/nwtroop1/STAB2.gif
	delay	2
	attack	33 20 44 10 12
	frame	data/chars/nwtroop1/STAB3.gif
	attack	0 0 0 0 0
	frame	data/chars/nwtroop1/STAB4.gif
	delay	6
	attack	33 20 44 10 12
	frame	data/chars/nwtroop1/STAB5.gif
	delay	2
	attack	0 0 0 0 0 0
	frame	data/chars/nwtroop1/STAB2.gif
	frame	data/chars/nwtroop1/STAB1.gif
    
	fastattack	1

	frame	data/chars/nwtroop1/STAB1.gif
	frame	data/chars/nwtroop1/STAB2.gif

	attack	33 20 44 10 12
	frame	data/chars/nwtroop1/STAB3.gif
	attack	0 0 0 0 0
	frame	data/chars/nwtroop1/STAB4.gif
	delay	6

	attack	33 20 44 10 20 1
	fastattack	1

	frame	data/chars/nwtroop1/STAB5.gif
	delay	2
	attack	0 0 0 0 0 0
	frame	data/chars/nwtroop1/STAB2.gif
	frame	data/chars/nwtroop1/STAB1.gif
 

