name			wave
health			1
nolife			1
type			npc
hostile			enemy obstacle
candamage		enemy obstacle
speed			18
noquake			1
falldie			1
subtype			flydie
dust			dust01
flash			flash01
bflash			guard01
remove			0
shadow			0
offscreenkill	200

anim idle
	jugglecost	1
	loop	1
	delay	3
	offset	225 128
	bbox    	0 0 0 0
	attack2  210 153 112 46 25 1 1
	hitfx   data/sounds/hit01.wav
	sound   	data/sounds/art01.wav
	frame	data/chars/misc/wave/wave01.gif
	frame	data/chars/misc/wave/wave02.gif
	frame	data/chars/misc/wave/wave01.gif
	frame	data/chars/misc/wave/wave03.gif
	frame	data/chars/misc/wave/wave01.gif
	frame	data/chars/misc/wave/wave04.gif
	frame	data/chars/misc/wave/wave01.gif
	frame	data/chars/misc/wave/wave05.gif
	frame	data/chars/misc/wave/wave01.gif
	frame	data/chars/misc/wave/wave02.gif
	frame	data/chars/misc/wave/wave01.gif
	frame	data/chars/misc/wave/wave03.gif
	frame	data/chars/misc/wave/wave01.gif
	frame	data/chars/misc/wave/wave04.gif
	frame	data/chars/misc/wave/wave01.gif
	frame	data/chars/misc/wave/wave05.gif
	frame	data/chars/misc/wave/wave01.gif
	frame	data/chars/misc/wave/wave02.gif
	frame	data/chars/misc/wave/wave01.gif
	frame	data/chars/misc/wave/wave03.gif
	frame	data/chars/misc/wave/wave01.gif
	frame	data/chars/misc/wave/wave04.gif
	frame	data/chars/misc/wave/wave01.gif
	frame	data/chars/misc/wave/wave05.gif
	frame	data/chars/misc/wave/wave01.gif
	frame	data/chars/misc/wave/wave02.gif
	frame	data/chars/misc/wave/wave01.gif
	frame	data/chars/misc/wave/wave03.gif
	frame	data/chars/misc/wave/wave01.gif
	frame	data/chars/misc/wave/wave04.gif
	frame	data/chars/misc/wave/wave01.gif
	frame	data/chars/misc/wave/wave05.gif
	frame	data/chars/misc/wave/wave01.gif
	frame	data/chars/misc/wave/wave02.gif
	frame	data/chars/misc/wave/wave01.gif
	frame	data/chars/misc/wave/wave03.gif
	frame	data/chars/misc/wave/wave01.gif
	frame	data/chars/misc/wave/wave04.gif
	frame	data/chars/misc/wave/wave01.gif
	frame	data/chars/misc/wave/wave05.gif
	frame	data/chars/misc/wave/wave01.gif
	frame	data/chars/misc/wave/wave02.gif
	frame	data/chars/misc/wave/wave01.gif
	frame	data/chars/misc/wave/wave03.gif
	frame	data/chars/misc/wave/wave01.gif
	frame	data/chars/misc/wave/wave04.gif
	frame	data/chars/misc/wave/wave01.gif
	frame	data/chars/misc/wave/wave05.gif
	frame	data/chars/misc/wave/wave01.gif
	frame	data/chars/misc/wave/wave02.gif
	frame	data/chars/misc/wave/wave01.gif
	frame	data/chars/misc/wave/wave03.gif
	frame	data/chars/misc/wave/wave01.gif
	frame	data/chars/misc/wave/wave04.gif
	frame	data/chars/misc/wave/wave01.gif
	frame	data/chars/misc/wave/wave05.gif
	frame	data/chars/misc/wave/wave01.gif
	frame	data/chars/misc/wave/wave02.gif
	frame	data/chars/misc/wave/wave01.gif
	frame	data/chars/misc/wave/wave03.gif
	frame	data/chars/misc/wave/wave01.gif
	frame	data/chars/misc/wave/wave04.gif
	frame	data/chars/misc/wave/wave01.gif
	frame	data/chars/misc/wave/wave05.gif

anim fall
	loop	0
	offset	30 30
	delay		5
	move		1000
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif

anim death
	loop	0
	offset	30 30
	delay		5
	move		1000
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif



