name	FireBall
type	pshot
shadow	0
nolife  1
remove 0
speed  15
candamage enemy obstacle


anim idle
	loop	0
	delay	9
	offset	128 32
		burn  123  58  60  50  20 1
	frame	data/chars/Omega/FireB-0.gif
	frame	data/chars/Omega/FireB-1.gif
	frame	data/chars/Omega/FireB-2.gif
	frame	data/chars/Omega/FireB-3.gif
	frame	data/chars/Omega/FireB-4.gif
	frame	data/chars/Omega/FireB-5.gif
	frame	data/chars/Omega/FireB-6.gif
	frame	data/chars/Omega/FireB-7.gif
	frame	data/chars/Omega/FireB-8.gif
	frame	data/chars/Omega/FireB-9.gif
	frame	data/chars/Omega/FireB-10.gif
	frame	data/chars/Omega/FireB-11.gif
	frame	data/chars/Omega/FireB-12.gif
	frame	data/chars/Omega/FireB-9.gif
	frame	data/chars/Omega/FireB-10.gif
	frame	data/chars/Omega/FireB-11.gif
	frame	data/chars/Omega/FireB-12.gif
	frame	data/chars/Omega/FireB-9.gif
	frame	data/chars/Omega/FireB-10.gif
	frame	data/chars/Omega/FireB-11.gif
	frame	data/chars/Omega/FireB-12.gif
	frame	data/chars/Omega/FireB-9.gif
	frame	data/chars/Omega/FireB-10.gif
	frame	data/chars/Omega/FireB-11.gif
	frame	data/chars/Omega/FireB-12.gif






