

name	smoke
type	none
shadow	0
alpha 1
lifespan 1

antigravity 60

palette data/chars/item/CP.gif

anim	idle
	loop	0
	delay	5
	offset	36 39
	drawmethod	512 512
	sound	data/sounds/block.wav
	frame	data/chars/item/CP01.gif
	frame	data/chars/item/CP02.gif
	frame	data/chars/item/CP03.gif
	frame	data/chars/item/CP04.gif
	frame	data/chars/item/CP05.gif
	frame	data/chars/item/CP06.gif
	frame	data/chars/item/CP07.gif
	frame	data/chars/item/CP08.gif
	frame	data/chars/item/CP09.gif
	frame	data/chars/item/CP10.gif
	frame	data/chars/misc/empty.gif
		
#|edited by openBor Stats v 0.67
		
