# Hit flash

name	Shock
type	none
shadow	0

anim idle
	loop	0
	delay	6
	offset	14 30
	frame	data/chars/misc/sh01.gif
	frame	data/chars/misc/sh02.gif
	frame	data/chars/misc/sh03.gif
	frame	data/chars/misc/sh04.gif
	frame	data/chars/misc/sh05.gif
	frame	data/chars/misc/sh01.gif
	frame	data/chars/misc/sh02.gif
	frame	data/chars/misc/sh03.gif
	frame	data/chars/misc/sh04.gif
	frame	data/chars/misc/sh05.gif
	frame	data/chars/misc/sh01.gif
	frame	data/chars/misc/sh02.gif
	frame	data/chars/misc/sh03.gif
	frame	data/chars/misc/sh04.gif
	frame	data/chars/misc/sh05.gif
	frame	data/chars/misc/sh01.gif
	frame	data/chars/misc/sh02.gif
	frame	data/chars/misc/sh03.gif
	frame	data/chars/misc/sh04.gif
	frame	data/chars/misc/sh05.gif
