name	super02
type	none
subject_to_gravity	0
lifespan 2
alpha 1
candamage enemy obstacle







anim	idle
fastattack 1
	loop	0
	delay	3
	offset	55 77
	bbox	46 60 73 97
	hitflash	flash2
	hitfx	data/sounds/sf2h.wav
	dropv	1 10 0
	attack	-105 51 633 108 50 0 0 1 0 150
	frame	data/chars/misc/power/super02/raio-ok-01.gif
	offset	56 67
	bbox	17 60 73 97
	attack	-105 51 633 108 50 0 1 0 0 150
	frame	data/chars/misc/power/super02/raio-ok-02.gif
	offset	67 81
	attack	0 0 0 0 0 0 0 0 0 0
	frame	data/chars/misc/power/super02/raio-ok-03.gif
	offset	71 67
	frame	data/chars/misc/power/super02/raio-ok-04.gif
	offset	72 73
	attack	-105 51 633 108 50 0 1 0 0 150
	frame	data/chars/misc/power/super02/raio-ok-05.gif
	offset	73 70
	frame	data/chars/misc/power/super02/raio-ok-06.gif
	offset	73 76
	attack	-105 51 633 108 50 0 1 0 0 150
	bbox	17 60 73 97
	frame	data/chars/misc/power/super02/raio-ok-07.gif
	offset	71 80
	attack	0 0 0 0 0 0 0 0 0 0
	frame	data/chars/misc/power/super02/raio-ok-08.gif
	offset	46 67
	frame	data/chars/misc/power/super02/raio-ok-09.gif
	offset	49 67
	frame	data/chars/misc/power/super02/raio-ok-10.gif
	offset	49 61
	attack	-105 51 633 108 60 0 1 0 0 150
	frame	data/chars/misc/power/super02/raio-ok-11.gif
	offset	49 67
	frame	data/chars/misc/power/super02/raio-ok-12.gif
	offset	49 67
	attack	-105 51 633 108 60 0 1 0 0 150
	frame	data/chars/misc/power/super02/raio-ok-13.gif
	offset	47 68
	frame	data/chars/misc/power/super02/raio-ok-14.gif
	offset	44 72
	attack	0 0 0 0 0 0 0 0 0 0
	frame	data/chars/misc/power/super02/raio-ok-15.gif
	offset	39 68
	frame	data/chars/misc/power/super02/raio-ok-16.gif
	offset	36 73
	frame	data/chars/misc/power/super02/raio-ok-17.gif
	offset	30 75
	attack	-105 51 633 108 60 0 1 0 0 150
	frame	data/chars/misc/power/super02/raio-ok-18.gif
	offset	26 75
	attack	-105 51 633 108 60 0 1 0 0 150
	frame	data/chars/misc/power/super02/raio-ok-19.gif
	offset	26 79
	frame	data/chars/misc/power/super02/raio-ok-20.gif
	offset	23 78
	attack	-105 51 633 108 60 0 1 0 0 150
	frame	data/chars/misc/power/super02/raio-ok-21.gif
	offset	16 78
	bbox	17 60 73 97
	frame	data/chars/misc/power/super02/raio-ok-22.gif
	offset	17 68
	attack	0 0 0 0 0 0 0 0 0 0
	frame	data/chars/misc/power/super02/raio-ok-23.gif
	offset	15 24
	frame	data/chars/misc/power/super02/raio-ok-24.gif
	offset	16 15
	attack	-105 51 633 108 70 1 1 0 0 150
	frame	data/chars/misc/power/super02/raio-ok-25.gif
	offset	18 7
	frame	data/chars/misc/power/super02/raio-ok-26.gif
	offset	19 -1
	bbox	17 60 73 97
	frame	data/chars/misc/power/super02/raio-ok-27.gif
	offset	18 -8
	attack	-23 62 633 108 70 1 1 0 0 150
	frame	data/chars/misc/power/super02/raio-ok-28.gif
	offset	21 -16
	frame	data/chars/misc/power/super02/raio-ok-29.gif
	offset	26 -17
	attack	-105 51 633 108 70 1 1 0 0 150
	frame	data/chars/misc/power/super02/raio-ok-30.gif
	frame	data/chars/misc/empty.gif
		
#|edited by openBor Stats v 0.67
		
