name	     Carnagea
type	     none
shadow	     0
candamage   enemy obstacle
animationscript data/scripts2/script.c
alpha           6
flash           flashp

anim	idle
	bbox	0
	loop	0
	delay	7
	offset	62 63
	move	35
	frame	data/chars/Carnage/a1.gif
	attack	31 37 110 96 12 1 0 0 24 15
	dropv	2.8 4 0
	offset	25 128
	frame	data/chars/Carnage/a2.gif
	frame	data/chars/Carnage/a2.gif
	frame	data/chars/Carnage/a2.gif
	frame	data/chars/Carnage/a2.gif
	frame	data/chars/Carnage/a2.gif
	offset	13 128
	frame	data/chars/Carnage/a3.gif
	@cmd	suicide()
	frame	data/chars/Carnage/a3.gif
		
#|edited by openBor Stats v 0.51
		
