name	Fog
health	0
type	item
shadow	0
icon	data/chars/misc/gicon.gif

anim idle
	loop	1
	delay	2
	offset	0 243
	frame	data/chars/misc/rain3.gif
	frame	data/chars/misc/clear.gif
	frame	data/chars/misc/rain4.gif
	frame	data/chars/misc/clear.gif
	frame	data/chars/misc/rain5.gif
	frame	data/chars/misc/clear.gif
	frame	data/chars/misc/rain6.gif
	frame	data/chars/misc/clear.gif
	frame	data/chars/misc/rain7.gif
	frame	data/chars/misc/clear.gif
	frame	data/chars/misc/rain8.gif
	frame	data/chars/misc/clear.gif
	frame	data/chars/misc/rain9.gif
	frame	data/chars/misc/clear.gif



