name	wmolo
health	1
nolife  1
type	npc
hostile player
candamage player
speed	0
nomove 1 1
noquake 1
falldie 1
#subtype flydie
shadow	0
remove 0

anim idle
	loop	0
	offset     238 100
	bbox    222 157 27 28
	jumpframe 0 3.3 3 0
	landframe 81
	hitfx   data/sounds/beat3.wav
	delay	1
	move 1.5
	frame	data/chars/wood/molo01.gif
	frame	data/chars/wood/molo01.gif
	frame	data/chars/wood/molo01.gif
	frame	data/chars/wood/molo01.gif
	frame	data/chars/wood/molo02.gif
	frame	data/chars/wood/molo02.gif
	frame	data/chars/wood/molo02.gif
	frame	data/chars/wood/molo02.gif
	frame	data/chars/wood/molo03.gif
	frame	data/chars/wood/molo03.gif
	frame	data/chars/wood/molo03.gif
	frame	data/chars/wood/molo03.gif
	frame	data/chars/wood/molo04.gif
	frame	data/chars/wood/molo04.gif
	frame	data/chars/wood/molo04.gif
	frame	data/chars/wood/molo04.gif
	frame	data/chars/wood/molo01.gif
	frame	data/chars/wood/molo01.gif
	frame	data/chars/wood/molo01.gif
	frame	data/chars/wood/molo01.gif
	frame	data/chars/wood/molo02.gif
	frame	data/chars/wood/molo02.gif
	frame	data/chars/wood/molo02.gif
	frame	data/chars/wood/molo02.gif
	frame	data/chars/wood/molo03.gif
	frame	data/chars/wood/molo03.gif
	frame	data/chars/wood/molo03.gif
	frame	data/chars/wood/molo03.gif
	frame	data/chars/wood/molo04.gif
	frame	data/chars/wood/molo04.gif
	frame	data/chars/wood/molo04.gif
	frame	data/chars/wood/molo04.gif
	frame	data/chars/wood/molo01.gif
	frame	data/chars/wood/molo01.gif
	frame	data/chars/wood/molo01.gif
	frame	data/chars/wood/molo01.gif
	frame	data/chars/wood/molo02.gif
	frame	data/chars/wood/molo02.gif
	frame	data/chars/wood/molo02.gif
	frame	data/chars/wood/molo02.gif
	frame	data/chars/wood/molo03.gif
	frame	data/chars/wood/molo03.gif
	frame	data/chars/wood/molo03.gif
	frame	data/chars/wood/molo03.gif
	frame	data/chars/wood/molo04.gif
	frame	data/chars/wood/molo04.gif
	frame	data/chars/wood/molo04.gif
	frame	data/chars/wood/molo04.gif
	frame	data/chars/wood/molo01.gif
	frame	data/chars/wood/molo01.gif
